LogFilename: 2020-06-01-19:01:35_monitoringLog
JSonLogFilename: 2020-06-01-19:01:35_monitoringLog
[MEA]
opName	opIdx	colRole	colName	Sorted	Unique	Min	Max	DistinctCount	bwHist_1	bwHist_2	bwHist_3	bwHist_4	bwHist_5	bwHist_6	bwHist_7	bwHist_8	bwHist_9	bwHist_10	bwHist_11	bwHist_12	bwHist_13	bwHist_14	bwHist_15	bwHist_16	bwHist_17	bwHist_18	bwHist_19	bwHist_20	bwHist_21	bwHist_22	bwHist_23	bwHist_24	bwHist_25	bwHist_26	bwHist_27	bwHist_28	bwHist_29	bwHist_30	bwHist_31	bwHist_32	bwHist_33	bwHist_34	bwHist_35	bwHist_36	bwHist_37	bwHist_38	bwHist_39	bwHist_40	bwHist_41	bwHist_42	bwHist_43	bwHist_44	bwHist_45	bwHist_46	bwHist_47	bwHist_48	bwHist_49	bwHist_50	bwHist_51	bwHist_52	bwHist_53	bwHist_54	bwHist_55	bwHist_56	bwHist_57	bwHist_58	bwHist_59	bwHist_60	bwHist_61	bwHist_62	bwHist_63	bwHist_64	valueCount	isResult	UsedBytes	hasRndAccessUnsorted	hasRndAccessSorted	countSeqAccess	isForcedUncompr	minDistanceToBase	maxDistanceToBase	producingOpIdx	format
select	1	inDataCol	customer.c_city	0	0	0	249	250	23861	24170	47973	95790	191802	384236	769699	1462469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	24000000	0	1	2	0	0	0	0	0
select	1	outPosCol	C_62	1	1	64	2999912	12037	0	0	0	0	0	0	1	0	2	1	4	8	21	22	54	134	269	512	1106	2127	4206	3570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12037	0	96296	0	0	0	1	1	1	1	0
select	2	inDataCol	customer.c_city	0	0	0	249	250	23861	24170	47973	95790	191802	384236	769699	1462469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	24000000	0	1	2	0	0	0	0	0
select	2	outPosCol	C_66	1	1	86	2999638	12140	0	0	0	0	0	0	1	0	2	1	3	11	17	32	60	131	252	517	1085	2169	4237	3622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12140	0	97120	0	0	0	1	1	1	2	0
merge_sorted	3	inPosLCol	C_62	1	1	64	2999912	12037	0	0	0	0	0	0	1	0	2	1	4	8	21	22	54	134	269	512	1106	2127	4206	3570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12037	0	96296	0	0	0	1	1	1	1	0
merge_sorted	3	inPosRCol	C_66	1	1	86	2999638	12140	0	0	0	0	0	0	1	0	2	1	3	11	17	32	60	131	252	517	1085	2169	4237	3622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12140	0	97120	0	0	0	1	1	1	2	0
merge_sorted	3	outPosCol	C_67	1	1	64	2999912	24177	0	0	0	0	0	0	2	0	4	2	7	19	38	54	114	265	521	1029	2191	4296	8443	7192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24177	0	193416	0	0	2	1	2	2	3	0
my_project_wit_t	4	inDataCol	customer.c_custkey	1	1	1	3000000	3000000	1	2	4	8	16	32	64	128	256	512	1024	2048	4096	8192	16384	32768	65536	131072	262144	524288	1048576	902849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	0	24000000	0	1	0	0	0	0	0	0
my_project_wit_t	4	inPosCol	C_67	1	1	64	2999912	24177	0	0	0	0	0	0	2	0	4	2	7	19	38	54	114	265	521	1029	2191	4296	8443	7192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24177	0	193416	0	0	2	1	2	2	3	0
my_project_wit_t	4	outDataCol	X_68	1	1	65	2999913	24177	0	0	0	0	0	0	2	0	4	2	7	19	38	54	114	265	521	1029	2191	4296	8443	7192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24177	0	193416	0	0	1	0	1	1	4	0
join	5	inDataLCol	X_68	1	1	65	2999913	24177	0	0	0	0	0	0	2	0	4	2	7	19	38	54	114	265	521	1029	2191	4296	8443	7192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24177	0	193416	0	0	1	0	1	1	4	0
join	5	inDataRCol	lineorder.lo_custkey	0	0	1	2999999	2000000	185	220	943	1315	3363	6318	13197	25139	50805	101282	205444	409061	821939	1640248	3277739	6547779	13096716	26205698	52431232	104855400	209754919	180589203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	0	1	0	0	0	0	0
join	5	outPosLCol	X_71	0	0	0	24174	16205	199	463	1137	856	4182	6336	12634	27267	47799	101601	204713	418857	827475	1648051	1540993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4842563	0	38740504	0	0	1	0	1	1	5	0
join	5	outPosRCol	X_70	1	1	644	600037064	4842563	0	0	0	0	0	0	0	0	0	3	13	12	1	77	129	190	535	1034	2067	4244	8275	17012	34479	67960	134459	271103	540837	1082210	2166462	511461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4842563	0	38740504	0	0	3	0	1	1	5	0
my_project_wit_t	6	inDataCol	lineorder.lo_suppkey	0	0	1	200000	200000	2961	6016	12147	24125	47689	96123	191754	384185	769678	1536299	3071265	6145063	12288201	24574187	49151008	98325846	196626041	206785557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	0	0	0	0	0	0
my_project_wit_t	6	inPosCol	X_70	1	1	644	600037064	4842563	0	0	0	0	0	0	0	0	0	3	13	12	1	77	129	190	535	1034	2067	4244	8275	17012	34479	67960	134459	271103	540837	1082210	2166462	511461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4842563	0	38740504	0	0	3	0	1	1	5	0
my_project_wit_t	6	outDataCol	X_77	0	0	1	200000	200000	22	59	100	179	391	778	1513	3113	6280	12399	24574	49577	99262	198761	396890	793886	1584796	1669983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4842563	0	38740504	0	0	1	0	1	1	6	0
select	7	inDataCol	supplier.s_city	0	0	0	249	250	1600	1597	3083	6522	12762	25623	51399	97414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	1600000	0	1	2	0	0	0	0	0
select	7	outPosCol	C_100	1	1	129	199889	785	0	0	0	0	0	0	0	1	1	2	3	10	16	29	67	117	246	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	6280	0	0	0	1	1	1	7	0
select	8	inDataCol	supplier.s_city	0	0	0	249	250	1600	1597	3083	6522	12762	25623	51399	97414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	1600000	0	1	2	0	0	0	0	0
select	8	outPosCol	C_104	1	1	267	199647	748	0	0	0	0	0	0	0	0	1	4	0	9	13	22	72	119	233	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	5984	0	0	0	1	1	1	8	0
merge_sorted	9	inPosLCol	C_100	1	1	129	199889	785	0	0	0	0	0	0	0	1	1	2	3	10	16	29	67	117	246	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	0	6280	0	0	0	1	1	1	7	0
merge_sorted	9	inPosRCol	C_104	1	1	267	199647	748	0	0	0	0	0	0	0	0	1	4	0	9	13	22	72	119	233	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	5984	0	0	0	1	1	1	8	0
merge_sorted	9	outPosCol	C_105	1	1	129	199889	1533	0	0	0	0	0	0	0	1	2	6	3	19	29	51	139	236	479	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533	0	12264	0	0	2	1	2	2	9	0
my_project_wit_t	10	inDataCol	supplier.s_suppkey	1	1	1	200000	200000	1	2	4	8	16	32	64	128	256	512	1024	2048	4096	8192	16384	32768	65536	68929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	1600000	0	1	0	0	0	0	0	0
my_project_wit_t	10	inPosCol	C_105	1	1	129	199889	1533	0	0	0	0	0	0	0	1	2	6	3	19	29	51	139	236	479	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533	0	12264	0	0	2	1	2	2	9	0
my_project_wit_t	10	outDataCol	X_106	1	1	130	199890	1533	0	0	0	0	0	0	0	1	2	6	3	19	29	51	139	236	479	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533	0	12264	0	0	1	0	1	1	10	0
join	11	inDataLCol	X_106	1	1	130	199890	1533	0	0	0	0	0	0	0	1	2	6	3	19	29	51	139	236	479	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533	0	12264	0	0	1	0	1	1	10	0
join	11	inDataRCol	X_77	0	0	1	200000	200000	22	59	100	179	391	778	1513	3113	6280	12399	24574	49577	99262	198761	396890	793886	1584796	1669983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4842563	0	38740504	0	0	1	0	1	1	6	0
join	11	outPosLCol	X_109	0	0	0	1532	1533	49	48	101	189	400	726	1453	3045	6207	12371	12336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36925	0	295400	0	0	1	0	2	2	11	0
join	11	outPosRCol	X_108	1	1	203	4842233	36925	0	0	0	0	0	0	0	2	0	2	5	13	25	54	127	262	516	1008	2005	3926	7932	16077	4971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36925	0	295400	0	0	3	0	2	2	11	0
my_project_wit_t	12	inDataCol	lineorder.lo_orderdate	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	0	0	0	0	0	0
