LogFilename: 2020-06-01-15:19:01_monitoringLog
JSonLogFilename: 2020-06-01-15:19:01_monitoringLog
[MEA]
opName	opIdx	colRole	colName	Sorted	Unique	Min	Max	DistinctCount	bwHist_1	bwHist_2	bwHist_3	bwHist_4	bwHist_5	bwHist_6	bwHist_7	bwHist_8	bwHist_9	bwHist_10	bwHist_11	bwHist_12	bwHist_13	bwHist_14	bwHist_15	bwHist_16	bwHist_17	bwHist_18	bwHist_19	bwHist_20	bwHist_21	bwHist_22	bwHist_23	bwHist_24	bwHist_25	bwHist_26	bwHist_27	bwHist_28	bwHist_29	bwHist_30	bwHist_31	bwHist_32	bwHist_33	bwHist_34	bwHist_35	bwHist_36	bwHist_37	bwHist_38	bwHist_39	bwHist_40	bwHist_41	bwHist_42	bwHist_43	bwHist_44	bwHist_45	bwHist_46	bwHist_47	bwHist_48	bwHist_49	bwHist_50	bwHist_51	bwHist_52	bwHist_53	bwHist_54	bwHist_55	bwHist_56	bwHist_57	bwHist_58	bwHist_59	bwHist_60	bwHist_61	bwHist_62	bwHist_63	bwHist_64	valueCount	isResult	UsedBytes	hasRndAccessUnsorted	hasRndAccessSorted	countSeqAccess	isForcedUncompr	minDistanceToBase	maxDistanceToBase	producingOpIdx	format
between	1	inDataCol	lineorder.lo_discount	0	0	0	10	11	109091253	109110323	218184570	163651999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	1	0	0	0	0	0
between	1	outPosCol	C_48	1	1	0	600038142	163647064	1	0	2	2	3	9	16	43	77	135	302	569	1097	2250	4452	8891	17884	35775	71730	143180	285350	571231	1144043	2286787	4579219	9151026	18304354	36596050	73217177	17225409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163647064	0	1309176512	0	0	0	1	1	1	1	0
between	2	inDataCol	lineorder.lo_quantity	0	0	1	50	50	12002015	23997990	48000041	96008883	192026015	228003201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	0	1	0	0	0	0	0
between	2	outPosCol	C_56_0	1	1	4	600038129	120009298	0	0	1	4	6	8	11	25	48	93	178	425	810	1675	3340	6536	13024	26381	52371	104893	209477	420336	840229	1677438	3356029	6709556	13424129	26845107	53680409	12636759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120009298	0	960074384	0	0	0	1	1	1	2	0
intersect_sorted	3	inPosLCol	C_56_0	1	1	4	600038129	120009298	0	0	1	4	6	8	11	25	48	93	178	425	810	1675	3340	6536	13024	26381	52371	104893	209477	420336	840229	1677438	3356029	6709556	13424129	26845107	53680409	12636759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120009298	0	960074384	0	0	0	1	1	1	2	0
intersect_sorted	3	inPosRCol	C_48	1	1	0	600038142	163647064	1	0	2	2	3	9	16	43	77	135	302	569	1097	2250	4452	8891	17884	35775	71730	143180	285350	571231	1144043	2286787	4579219	9151026	18304354	36596050	73217177	17225409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163647064	0	1309176512	0	0	0	1	1	1	1	0
intersect_sorted	3	outPosCol	C_56	1	1	4	600038115	32737376	0	0	1	2	1	1	3	7	18	18	55	118	209	450	895	1751	3638	7219	14433	28643	56918	114527	229508	457559	915480	1829915	3660537	7324595	14643207	3447668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32737376	0	261899008	0	0	3	1	2	2	3	0
my_project_wit_t	4	inDataCol	lineorder.lo_orderdate	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	0	0	0	0	0	0
my_project_wit_t	4	inPosCol	C_56	1	1	4	600038115	32737376	0	0	1	2	1	1	3	7	18	18	55	118	209	450	895	1751	3638	7219	14433	28643	56918	114527	229508	457559	915480	1829915	3660537	7324595	14643207	3447668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32737376	0	261899008	0	0	3	1	2	2	3	0
my_project_wit_t	4	outDataCol	X_57	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32737376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32737376	0	261899008	0	0	1	0	1	1	4	0
