LogFilename: 2020-06-01-19:24:11_monitoringLog
JSonLogFilename: 2020-06-01-19:24:11_monitoringLog
[MEA]
opName	opIdx	colRole	colName	Sorted	Unique	Min	Max	DistinctCount	bwHist_1	bwHist_2	bwHist_3	bwHist_4	bwHist_5	bwHist_6	bwHist_7	bwHist_8	bwHist_9	bwHist_10	bwHist_11	bwHist_12	bwHist_13	bwHist_14	bwHist_15	bwHist_16	bwHist_17	bwHist_18	bwHist_19	bwHist_20	bwHist_21	bwHist_22	bwHist_23	bwHist_24	bwHist_25	bwHist_26	bwHist_27	bwHist_28	bwHist_29	bwHist_30	bwHist_31	bwHist_32	bwHist_33	bwHist_34	bwHist_35	bwHist_36	bwHist_37	bwHist_38	bwHist_39	bwHist_40	bwHist_41	bwHist_42	bwHist_43	bwHist_44	bwHist_45	bwHist_46	bwHist_47	bwHist_48	bwHist_49	bwHist_50	bwHist_51	bwHist_52	bwHist_53	bwHist_54	bwHist_55	bwHist_56	bwHist_57	bwHist_58	bwHist_59	bwHist_60	bwHist_61	bwHist_62	bwHist_63	bwHist_64	valueCount	isResult	UsedBytes	hasRndAccessUnsorted	hasRndAccessSorted	countSeqAccess	isForcedUncompr	minDistanceToBase	maxDistanceToBase	producingOpIdx	format
select	1	inDataCol	part.p_mfgr	0	0	0	4	5	559300	560295	280405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400000	0	11200000	0	0	2	0	0	0	0	0
select	1	outPosCol	C_75	1	1	0	1399984	279739	1	1	1	1	0	6	12	25	43	88	207	410	856	1649	3249	6561	12940	26649	52063	104704	70273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279739	0	2237912	0	0	0	1	1	1	1	0
select	2	inDataCol	part.p_mfgr	0	0	0	4	5	559300	560295	280405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400000	0	11200000	0	0	2	0	0	0	0	0
select	2	outPosCol	C_79	1	1	5	1399999	279561	0	0	1	1	5	6	12	32	46	104	199	404	775	1683	3210	6536	13097	26185	52564	104748	69953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279561	0	2236488	0	0	0	1	1	1	2	0
merge_sorted	3	inPosLCol	C_75	1	1	0	1399984	279739	1	1	1	1	0	6	12	25	43	88	207	410	856	1649	3249	6561	12940	26649	52063	104704	70273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279739	0	2237912	0	0	0	1	1	1	1	0
merge_sorted	3	inPosRCol	C_79	1	1	5	1399999	279561	0	0	1	1	5	6	12	32	46	104	199	404	775	1683	3210	6536	13097	26185	52564	104748	69953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279561	0	2236488	0	0	0	1	1	1	2	0
merge_sorted	3	outPosCol	C_80	1	1	0	1399999	559300	1	1	2	2	5	12	24	57	89	192	406	814	1631	3332	6459	13097	26037	52834	104627	209452	140226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559300	0	4474400	0	0	1	1	2	2	3	0
my_project_wit_t	4	inDataCol	part.p_partkey	1	1	1	1400000	1400000	1	2	4	8	16	32	64	128	256	512	1024	2048	4096	8192	16384	32768	65536	131072	262144	524288	351425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1400000	0	11200000	0	1	0	0	0	0	0	0
my_project_wit_t	4	inPosCol	C_80	1	1	0	1399999	559300	1	1	2	2	5	12	24	57	89	192	406	814	1631	3332	6459	13097	26037	52834	104627	209452	140226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559300	0	4474400	0	0	1	1	2	2	3	0
my_project_wit_t	4	outDataCol	X_81	1	1	1	1400000	559300	1	0	2	3	5	12	23	57	89	193	406	814	1631	3332	6458	13097	26037	52834	104628	209452	140226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559300	0	4474400	0	0	1	0	1	1	4	0
