LogFilename: 2020-06-01-16:36:45_monitoringLog
JSonLogFilename: 2020-06-01-16:36:45_monitoringLog
[MEA]
opName	opIdx	colRole	colName	Sorted	Unique	Min	Max	DistinctCount	bwHist_1	bwHist_2	bwHist_3	bwHist_4	bwHist_5	bwHist_6	bwHist_7	bwHist_8	bwHist_9	bwHist_10	bwHist_11	bwHist_12	bwHist_13	bwHist_14	bwHist_15	bwHist_16	bwHist_17	bwHist_18	bwHist_19	bwHist_20	bwHist_21	bwHist_22	bwHist_23	bwHist_24	bwHist_25	bwHist_26	bwHist_27	bwHist_28	bwHist_29	bwHist_30	bwHist_31	bwHist_32	bwHist_33	bwHist_34	bwHist_35	bwHist_36	bwHist_37	bwHist_38	bwHist_39	bwHist_40	bwHist_41	bwHist_42	bwHist_43	bwHist_44	bwHist_45	bwHist_46	bwHist_47	bwHist_48	bwHist_49	bwHist_50	bwHist_51	bwHist_52	bwHist_53	bwHist_54	bwHist_55	bwHist_56	bwHist_57	bwHist_58	bwHist_59	bwHist_60	bwHist_61	bwHist_62	bwHist_63	bwHist_64	valueCount	isResult	UsedBytes	hasRndAccessUnsorted	hasRndAccessSorted	countSeqAccess	isForcedUncompr	minDistanceToBase	maxDistanceToBase	producingOpIdx	format
select	1	inDataCol	supplier.s_region	0	0	0	4	5	79878	80032	40090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	1600000	0	0	1	0	0	0	0	0
select	1	outPosCol	C_59	1	1	6	199995	39913	0	0	1	1	3	7	14	33	54	96	181	410	828	1601	3311	6537	13130	13706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39913	0	319304	0	0	1	0	1	1	1	0
my_project_wit_t	2	inDataCol	supplier.s_suppkey	1	1	1	200000	200000	1	2	4	8	16	32	64	128	256	512	1024	2048	4096	8192	16384	32768	65536	68929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	1600000	0	1	0	0	0	0	0	0
my_project_wit_t	2	inPosCol	C_59	1	1	6	199995	39913	0	0	1	1	3	7	14	33	54	96	181	410	828	1601	3311	6537	13130	13706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39913	0	319304	0	0	1	0	1	1	1	0
my_project_wit_t	2	outDataCol	X_61	1	1	7	199996	39913	0	0	1	0	3	8	13	34	54	96	181	410	827	1602	3311	6537	13130	13706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39913	0	319304	0	0	1	0	1	1	2	0
semi_join	3	inDataLCol	X_61	1	1	7	199996	39913	0	0	1	0	3	8	13	34	54	96	181	410	827	1602	3311	6537	13130	13706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39913	0	319304	0	0	1	0	1	1	2	0
semi_join	3	inDataRCol	lineorder.lo_suppkey	0	0	1	200000	200000	2961	6016	12147	24125	47689	96123	191754	384185	769678	1536299	3071265	6145063	12288201	24574187	49151008	98325846	196626041	206785557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	0	1	0	0	0	0	0
semi_join	3	outPosRCol	X_63	1	1	5	600038141	119744078	0	0	2	2	2	11	7	35	54	99	195	436	806	1679	3172	6500	12987	26138	52608	104911	209439	418741	837273	1673046	3347190	6698460	13394218	26784836	53572974	12598257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119744078	0	957952624	0	0	3	0	1	1	3	0
my_project_wit_t	4	inDataCol	lineorder.lo_partkey	0	0	1	1000000	1000000	580	1218	2447	4866	9649	19199	38515	76765	153670	307489	613884	1229340	2455981	4914584	9829091	19658974	39327823	78639083	157315719	285439268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	0	0	0	0	0	0
my_project_wit_t	4	inPosCol	X_63	1	1	5	600038141	119744078	0	0	2	2	2	11	7	35	54	99	195	436	806	1679	3172	6500	12987	26138	52608	104911	209439	418741	837273	1673046	3347190	6698460	13394218	26784836	53572974	12598257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119744078	0	957952624	0	0	3	0	1	1	3	0
