LogFilename: 2020-06-01-15:01:13_monitoringLog
JSonLogFilename: 2020-06-01-15:01:13_monitoringLog
[MEA]
opName	opIdx	colRole	colName	Sorted	Unique	Min	Max	DistinctCount	bwHist_1	bwHist_2	bwHist_3	bwHist_4	bwHist_5	bwHist_6	bwHist_7	bwHist_8	bwHist_9	bwHist_10	bwHist_11	bwHist_12	bwHist_13	bwHist_14	bwHist_15	bwHist_16	bwHist_17	bwHist_18	bwHist_19	bwHist_20	bwHist_21	bwHist_22	bwHist_23	bwHist_24	bwHist_25	bwHist_26	bwHist_27	bwHist_28	bwHist_29	bwHist_30	bwHist_31	bwHist_32	bwHist_33	bwHist_34	bwHist_35	bwHist_36	bwHist_37	bwHist_38	bwHist_39	bwHist_40	bwHist_41	bwHist_42	bwHist_43	bwHist_44	bwHist_45	bwHist_46	bwHist_47	bwHist_48	bwHist_49	bwHist_50	bwHist_51	bwHist_52	bwHist_53	bwHist_54	bwHist_55	bwHist_56	bwHist_57	bwHist_58	bwHist_59	bwHist_60	bwHist_61	bwHist_62	bwHist_63	bwHist_64	valueCount	isResult	UsedBytes	hasRndAccessUnsorted	hasRndAccessSorted	countSeqAccess	isForcedUncompr	minDistanceToBase	maxDistanceToBase	producingOpIdx	format
between	1	inDataCol	lineorder.lo_discount	0	0	0	10	11	109091253	109110323	218184570	163651999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	1	0	0	0	0	0
between	1	outPosCol	C_47	1	1	10	600038144	163657544	0	0	0	3	4	9	18	34	58	130	271	559	1108	2285	4439	8959	17709	35769	71128	143396	286421	573040	1144494	2287255	4574199	9149841	18302653	36614708	73210516	17228538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163657544	0	1309260352	0	0	0	1	1	1	1	0
select	2	inDataCol	lineorder.lo_quantity	0	0	1	50	50	12002015	23997990	48000041	96008883	192026015	228003201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	0	1	0	0	0	0	0
select	2	outPosCol	C_53_0	1	1	0	600038144	288026823	1	1	0	2	8	9	33	59	110	251	502	971	1943	3908	7829	15706	31488	62739	125739	251561	503756	1006941	2012211	4026182	8049423	16110926	32213300	64427338	128848456	30325430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288026823	0	2304214584	0	0	0	1	1	1	2	0
intersect_sorted	3	inPosLCol	C_53_0	1	1	0	600038144	288026823	1	1	0	2	8	9	33	59	110	251	502	971	1943	3908	7829	15706	31488	62739	125739	251561	503756	1006941	2012211	4026182	8049423	16110926	32213300	64427338	128848456	30325430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288026823	0	2304214584	0	0	0	1	1	1	2	0
intersect_sorted	3	inPosRCol	C_47	1	1	10	600038144	163657544	0	0	0	3	4	9	18	34	58	130	271	559	1108	2285	4439	8959	17709	35769	71128	143396	286421	573040	1144494	2287255	4574199	9149841	18302653	36614708	73210516	17228538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163657544	0	1309260352	0	0	0	1	1	1	1	0
intersect_sorted	3	outPosCol	C_53	1	1	10	600038144	78552553	0	0	0	2	1	2	8	20	28	65	131	276	507	1107	2119	4207	8524	17042	34116	68611	137991	274907	549210	1098772	2193887	4396057	8785868	17573634	35134709	8270752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78552553	0	628420424	0	0	3	1	2	2	3	0
my_project_wit_t	4	inDataCol	lineorder.lo_orderdate	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	0	0	0	0	0	0
my_project_wit_t	4	inPosCol	C_53	1	1	10	600038144	78552553	0	0	0	2	1	2	8	20	28	65	131	276	507	1107	2119	4207	8524	17042	34116	68611	137991	274907	549210	1098772	2193887	4396057	8785868	17573634	35134709	8270752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78552553	0	628420424	0	0	3	1	2	2	3	0
my_project_wit_t	4	outDataCol	X_55	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78552553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78552553	0	628420424	0	0	1	0	1	1	4	0
