LogFilename: 2020-06-01-15:35:15_monitoringLog
JSonLogFilename: 2020-06-01-15:35:15_monitoringLog
[MEA]
opName	opIdx	colRole	colName	Sorted	Unique	Min	Max	DistinctCount	bwHist_1	bwHist_2	bwHist_3	bwHist_4	bwHist_5	bwHist_6	bwHist_7	bwHist_8	bwHist_9	bwHist_10	bwHist_11	bwHist_12	bwHist_13	bwHist_14	bwHist_15	bwHist_16	bwHist_17	bwHist_18	bwHist_19	bwHist_20	bwHist_21	bwHist_22	bwHist_23	bwHist_24	bwHist_25	bwHist_26	bwHist_27	bwHist_28	bwHist_29	bwHist_30	bwHist_31	bwHist_32	bwHist_33	bwHist_34	bwHist_35	bwHist_36	bwHist_37	bwHist_38	bwHist_39	bwHist_40	bwHist_41	bwHist_42	bwHist_43	bwHist_44	bwHist_45	bwHist_46	bwHist_47	bwHist_48	bwHist_49	bwHist_50	bwHist_51	bwHist_52	bwHist_53	bwHist_54	bwHist_55	bwHist_56	bwHist_57	bwHist_58	bwHist_59	bwHist_60	bwHist_61	bwHist_62	bwHist_63	bwHist_64	valueCount	isResult	UsedBytes	hasRndAccessUnsorted	hasRndAccessSorted	countSeqAccess	isForcedUncompr	minDistanceToBase	maxDistanceToBase	producingOpIdx	format
between	1	inDataCol	lineorder.lo_discount	0	0	0	10	11	109091253	109110323	218184570	163651999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	1	0	0	0	0	0
between	1	outPosCol	C_49	1	1	4	600038142	163631836	0	0	3	2	5	8	17	33	72	153	301	588	1085	2165	4504	8934	17978	35692	71885	142498	285230	572192	1144025	2286673	4576240	9151544	18301776	36599059	73203005	17226169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163631836	0	1309054688	0	0	0	1	1	1	1	0
between	2	inDataCol	lineorder.lo_quantity	0	0	1	50	50	12002015	23997990	48000041	96008883	192026015	228003201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	0	1	0	0	0	0	0
between	2	outPosCol	C_57_0	1	1	4	600038129	120009298	0	0	1	4	6	8	11	25	48	93	178	425	810	1675	3340	6536	13024	26381	52371	104893	209477	420336	840229	1677438	3356029	6709556	13424129	26845107	53680409	12636759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120009298	0	960074384	0	0	0	1	1	1	2	0
intersect_sorted	3	inPosLCol	C_57_0	1	1	4	600038129	120009298	0	0	1	4	6	8	11	25	48	93	178	425	810	1675	3340	6536	13024	26381	52371	104893	209477	420336	840229	1677438	3356029	6709556	13424129	26845107	53680409	12636759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120009298	0	960074384	0	0	0	1	1	1	2	0
intersect_sorted	3	inPosRCol	C_49	1	1	4	600038142	163631836	0	0	3	2	5	8	17	33	72	153	301	588	1085	2165	4504	8934	17978	35692	71885	142498	285230	572192	1144025	2286673	4576240	9151544	18301776	36599059	73203005	17226169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163631836	0	1309054688	0	0	0	1	1	1	1	0
intersect_sorted	3	outPosCol	C_57	1	1	4	600038109	32725567	0	0	1	2	1	1	2	6	12	22	54	109	200	455	884	1796	3542	7270	14392	28609	56802	114840	229336	457408	915497	1829016	3661516	7322691	14633732	3447371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32725567	0	261804536	0	0	3	1	2	2	3	0
my_project_wit_t	4	inDataCol	lineorder.lo_orderdate	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	0	0	0	0	0	0
my_project_wit_t	4	inPosCol	C_57	1	1	4	600038109	32725567	0	0	1	2	1	1	2	6	12	22	54	109	200	455	884	1796	3542	7270	14392	28609	56802	114840	229336	457408	915497	1829016	3661516	7322691	14633732	3447371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32725567	0	261804536	0	0	3	1	2	2	3	0
my_project_wit_t	4	outDataCol	X_58	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32725567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32725567	0	261804536	0	0	1	0	1	1	4	0
select	5	inDataCol	date.d_year	1	0	1992	1998	7	0	0	0	0	0	0	0	0	0	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556	0	20448	0	0	1	0	0	0	0	0
select	5	outPosCol	C_87	1	1	731	1095	365	0	0	0	0	0	0	0	0	0	293	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	2920	0	0	0	1	1	1	5	0
select	6	inDataCol	date.d_weeknuminyear	0	0	1	53	53	42	98	196	392	784	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556	0	20448	0	0	1	0	0	0	0	0
select	6	outPosCol	C_91_0	1	1	34	2232	49	0	0	0	0	0	7	0	0	7	7	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	392	0	0	0	1	1	1	6	0
intersect_sorted	7	inPosLCol	C_91_0	1	1	34	2232	49	0	0	0	0	0	7	0	0	7	7	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	392	0	0	0	1	1	1	6	0
intersect_sorted	7	inPosRCol	C_87	1	1	731	1095	365	0	0	0	0	0	0	0	0	0	293	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	2920	0	0	0	1	1	1	5	0
intersect_sorted	7	outPosCol	C_91	1	1	765	771	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	56	0	0	1	1	2	2	7	0
my_project_wit_t	8	inDataCol	date.d_datekey	1	1	19920101	19981230	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556	0	20448	0	1	0	0	0	0	0	0
my_project_wit_t	8	inPosCol	C_91	1	1	765	771	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	56	0	0	1	1	2	2	7	0
my_project_wit_t	8	outDataCol	X_92	1	1	19940204	19940210	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	56	0	0	1	0	1	1	8	0
semi_join	9	inDataLCol	X_92	1	1	19940204	19940210	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	56	0	0	1	0	1	1	8	0
semi_join	9	inDataRCol	X_58	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32725567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32725567	0	261804536	0	0	1	0	1	1	4	0
