LogFilename: 2020-06-01-17:56:16_monitoringLog
JSonLogFilename: 2020-06-01-17:56:16_monitoringLog
[MEA]
opName	opIdx	colRole	colName	Sorted	Unique	Min	Max	DistinctCount	bwHist_1	bwHist_2	bwHist_3	bwHist_4	bwHist_5	bwHist_6	bwHist_7	bwHist_8	bwHist_9	bwHist_10	bwHist_11	bwHist_12	bwHist_13	bwHist_14	bwHist_15	bwHist_16	bwHist_17	bwHist_18	bwHist_19	bwHist_20	bwHist_21	bwHist_22	bwHist_23	bwHist_24	bwHist_25	bwHist_26	bwHist_27	bwHist_28	bwHist_29	bwHist_30	bwHist_31	bwHist_32	bwHist_33	bwHist_34	bwHist_35	bwHist_36	bwHist_37	bwHist_38	bwHist_39	bwHist_40	bwHist_41	bwHist_42	bwHist_43	bwHist_44	bwHist_45	bwHist_46	bwHist_47	bwHist_48	bwHist_49	bwHist_50	bwHist_51	bwHist_52	bwHist_53	bwHist_54	bwHist_55	bwHist_56	bwHist_57	bwHist_58	bwHist_59	bwHist_60	bwHist_61	bwHist_62	bwHist_63	bwHist_64	valueCount	isResult	UsedBytes	hasRndAccessUnsorted	hasRndAccessSorted	countSeqAccess	isForcedUncompr	minDistanceToBase	maxDistanceToBase	producingOpIdx	format
between	1	inDataCol	date.d_year	1	0	1992	1998	7	0	0	0	0	0	0	0	0	0	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556	0	20448	0	1	1	0	0	0	0	0
between	1	outPosCol	C_63	1	1	0	2191	2192	2	2	4	8	16	32	64	128	256	512	1024	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2192	0	17536	0	0	2	0	1	1	1	0
my_project_wit_t	2	inDataCol	date.d_datekey	1	1	19920101	19981230	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556	0	20448	0	1	0	0	0	0	0	0
my_project_wit_t	2	inPosCol	C_63	1	1	0	2191	2192	2	2	4	8	16	32	64	128	256	512	1024	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2192	0	17536	0	0	2	0	1	1	1	0
my_project_wit_t	2	outDataCol	X_67	1	1	19920101	19971231	2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2192	0	17536	0	0	1	0	1	1	2	0
join	3	inDataLCol	X_67	1	1	19920101	19971231	2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2192	0	17536	0	0	1	0	1	1	2	0
join	3	inDataRCol	lineorder.lo_orderdate	0	0	19920101	19980802	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	0	1	0	0	0	0	0
join	3	outPosLCol	X_70	0	0	0	2191	2192	497859	499543	999051	1994576	3992078	7980632	15948712	31912501	63847798	127668110	255396686	35932341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546669887	0	4373359096	0	0	1	0	1	1	3	0
join	3	outPosRCol	X_69	1	1	0	600038144	546669887	2	2	4	8	16	26	59	117	234	462	892	1864	3723	7428	15082	29687	59554	119514	238035	477188	954512	1910294	3821618	7642220	15287352	30573247	61138499	122273242	244568844	57546162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546669887	0	4373359096	0	0	3	0	1	1	3	0
my_project_wit_t	4	inDataCol	lineorder.lo_suppkey	0	0	1	200000	200000	2961	6016	12147	24125	47689	96123	191754	384185	769678	1536299	3071265	6145063	12288201	24574187	49151008	98325846	196626041	206785557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600038145	0	4800305160	0	1	0	0	0	0	0	0
